"gene_id","rank"
"ENSG00000164056.11",866
"ENSG00000249464.8",867
"ENSG00000261083.3",868
"ENSG00000196159.14",869
"ENSG00000250149.2",870
"ENSG00000286251.2",871
"ENSG00000251432.8",872
"ENSG00000289243.1",873
"ENSG00000151466.12",874
"ENSG00000249618.6",875
"ENSG00000251555.1",876
"ENSG00000251388.1",877
"ENSG00000251199.6",878
"ENSG00000250777.2",879
"ENSG00000251372.7",880
"ENSG00000250195.1",881
"ENSG00000288785.1",882
"ENSG00000170153.11",883
"ENSG00000248810.4",884
"ENSG00000164136.17",885
"ENSG00000109452.13",886
"ENSG00000249806.1",887
"ENSG00000109458.9",888
"ENSG00000251600.8",889
"ENSG00000164161.10",890
"ENSG00000151612.18",891
"ENSG00000151617.17",892
"ENSG00000071205.12",893
"ENSG00000287292.1",894
"ENSG00000234828.9",895
"ENSG00000170390.16",896
"ENSG00000164142.16",897
"ENSG00000290441.1",898
"ENSG00000137462.9",899
"ENSG00000145428.15",900
"ENSG00000121207.12",901
"ENSG00000251244.3",902
"ENSG00000164116.17",903
"ENSG00000061918.14",904
"ENSG00000145431.11",905
"ENSG00000286133.2",906
"ENSG00000249275.1",907
"ENSG00000286862.1",908
"ENSG00000287226.1",909
"ENSG00000164125.16",910
"ENSG00000248429.5",911
"ENSG00000164124.11",912
"ENSG00000171509.16",913
"ENSG00000052795.13",914
"ENSG00000250488.2",915
"ENSG00000164128.7",916
"ENSG00000145416.14",917
"ENSG00000109472.14",918
"ENSG00000038295.8",919
"ENSG00000196104.11",920
"ENSG00000129116.20",921
"ENSG00000174473.16",922
"ENSG00000164104.12",923
"ENSG00000272870.4",924
"ENSG00000164107.9",925
"ENSG00000237125.13",926
"ENSG00000251216.2",927
"ENSG00000248174.8",928
"ENSG00000164120.14",929
"ENSG00000150625.17",930
"ENSG00000150630.4",931
"ENSG00000287544.1",932
"ENSG00000250131.2",933
"ENSG00000251504.1",934
"ENSG00000218336.9",935
"ENSG00000173320.12",936
"ENSG00000164303.11",937
"ENSG00000083857.15",938
"ENSG00000078295.17",939
"ENSG00000112902.12",940
"ENSG00000164236.12",941
"ENSG00000169862.21",942
"ENSG00000248457.1",943
"ENSG00000248145.2",944
"ENSG00000039139.11",945
"ENSG00000145569.6",946
"ENSG00000183580.10",947
"ENSG00000154153.15",948
"ENSG00000145555.15",949
"ENSG00000176788.9",950
"ENSG00000286751.1",951
"ENSG00000291102.1",952
"ENSG00000253766.1",953
"ENSG00000248874.5",954
"ENSG00000286134.2",955
"ENSG00000250337.9",956
"ENSG00000259786.7",957
"ENSG00000254138.1",958
"ENSG00000113361.13",959
"ENSG00000133401.16",960
"ENSG00000113389.16",961
"ENSG00000250697.2",962
"ENSG00000251443.3",963
"ENSG00000151388.11",964
"ENSG00000205838.15",965
"ENSG00000113494.17",966
"ENSG00000168685.15",967
"ENSG00000164188.9",968
"ENSG00000079215.15",969
"ENSG00000274441.1",970
"ENSG00000168621.15",971
"ENSG00000164318.18",972
"ENSG00000113594.10",973
"ENSG00000244968.7",974
"ENSG00000145623.13",975
"ENSG00000082074.19",976
"ENSG00000153071.15",977
"ENSG00000112936.20",978
"ENSG00000182836.10",979
"ENSG00000112964.14",980
